employee_id,age,department,job_role,salary,years_at_company,years_in_role,overtime,satisfaction_score,commute_distance,promotion_count,training_hours,performance_score,attrition
EMP_01454,52,Operations,Supply Chain Lead,92600,0,0,No,2,10.0,0,32.0,3,0
EMP_01455,32,Engineering,Tech Lead,165000,1,1,No,4,1.1,0,20.0,3,0
EMP_01456,31,Engineering,DevOps Specialist,105200,1,1,Yes,4,1.1,0,38.0,4,1
EMP_01457,42,Sales,Sales Director,209500,6,0,No,5,3.7,2,26.0,3,0
EMP_01458,26,Engineering,DevOps Specialist,128500,6,0,No,3,2.9,1,36.0,2,0
EMP_01459,32,Engineering,DevOps Specialist,106200,0,0,No,2,29.2,0,5.0,3,0
EMP_01460,37,Engineering,Senior Engineer,145200,3,1,No,4,,0,48.0,3,0
EMP_01461,36,Human Resources,HR Specialist,61600,4,3,Yes,2,5.7,2,18.0,1,0
EMP_01462,30,Engineering,DevOps Specialist,119700,0,0,No,2,6.5,0,24.0,4,0
EMP_01463,31,Operations,Operations Analyst,59600,1,1,No,1,,0,29.0,3,0
EMP_01464,26,Sales,Account Executive,117700,6,1,No,4,15.8,6,34.0,3,0
EMP_01465,32,Product & Design,Product Manager,107600,0,0,No,1,7.7,0,23.0,2,1
EMP_01466,40,Engineering,Senior Engineer,176600,5,2,No,3,4.8,0,39.0,4,0
EMP_01467,30,Human Resources,Recruiter,59400,1,0,No,4,55.0,0,32.0,2,0
EMP_01468,33,Engineering,Senior Engineer,146000,0,0,No,2,6.1,0,20.0,3,0
EMP_01469,37,Product & Design,UX Designer,127500,15,3,No,3,24.3,6,0.0,2,0
EMP_01470,28,Engineering,Tech Lead,209400,8,0,No,3,3.5,6,31.0,5,0
EMP_01471,37,Operations,Supply Chain Lead,105600,0,0,No,3,4.3,0,38.0,4,0
EMP_01472,38,Engineering,Senior Engineer,155800,1,1,Yes,4,7.7,0,32.0,4,0
EMP_01473,37,Engineering,DevOps Specialist,115600,4,2,No,3,13.9,0,33.0,2,0
EMP_01474,33,Sales,Sales Representative,73100,7,0,No,4,2.3,0,0.0,3,0
EMP_01475,31,Product & Design,Product Manager,106700,1,0,No,3,10.0,0,,3,1
EMP_01476,31,Engineering,Software Engineer,118300,11,3,Yes,5,10.2,0,28.0,4,1
EMP_01477,45,Product & Design,Product Manager,239900,20,0,No,5,31.1,9,28.0,5,0
EMP_01478,32,Product & Design,UX Designer,83800,0,0,No,3,9.0,0,36.0,4,0
EMP_01479,34,Engineering,Software Engineer,96600,0,0,Yes,4,55.0,0,28.0,3,1
EMP_01480,34,Product & Design,Product Analyst,76400,0,0,Yes,2,8.6,0,49.0,4,1
EMP_01481,21,Human Resources,HR Specialist,50900,0,0,No,4,4.3,0,10.0,2,0
EMP_01482,33,Human Resources,Recruiter,65900,7,0,No,2,15.2,3,38.0,2,0
EMP_01483,42,Operations,Customer Support Specialist,69500,16,0,No,4,1.9,10,24.0,3,0
EMP_01484,37,Engineering,DevOps Specialist,140700,2,2,No,4,,0,34.0,4,0
EMP_01485,37,Sales,Sales Representative,66100,2,1,No,4,12.3,0,31.0,3,0
EMP_01486,59,Operations,Supply Chain Lead,91800,1,1,Yes,5,28.4,0,,3,0
EMP_01487,35,Human Resources,Recruiter,98700,13,1,Yes,3,1.5,4,31.0,5,0
EMP_01488,42,Engineering,Senior Engineer,222800,19,5,No,5,31.5,8,25.0,3,0
EMP_01489,23,Engineering,Senior Engineer,150500,3,2,No,2,4.1,2,19.0,3,0
EMP_01490,48,Engineering,Software Engineer,93500,1,0,No,2,,0,45.0,3,0
EMP_01491,43,Human Resources,Recruiter,59700,1,1,No,4,16.7,0,27.0,4,0
EMP_01492,34,Operations,Operations Analyst,78300,2,0,No,5,11.0,0,32.0,5,0
EMP_01493,38,Product & Design,Product Manager,168500,4,3,No,2,3.2,0,27.0,4,0
EMP_01494,26,Engineering,Software Engineer,99900,4,0,Yes,3,18.7,3,34.0,4,1
EMP_01495,21,Engineering,QA Analyst,74400,1,1,Yes,5,,0,21.0,5,0
EMP_01496,29,Engineering,Senior Engineer,179900,5,1,No,1,2.1,1,62.0,5,1
EMP_01497,37,Engineering,Senior Engineer,153900,3,2,Yes,1,3.2,3,27.0,3,1
EMP_01498,33,Engineering,DevOps Specialist,145500,7,0,No,2,29.9,3,29.0,4,0
EMP_01499,33,Product & Design,Product Analyst,78800,3,3,No,1,8.7,2,35.0,3,0
EMP_01500,58,Engineering,DevOps Specialist,109200,1,1,No,3,5.6,0,20.0,4,0
EMP_01501,50,Engineering,Tech Lead,180100,0,0,No,3,21.5,0,34.0,4,0
EMP_01502,45,Sales,Sales Director,186200,1,0,No,3,36.3,0,26.0,5,0
EMP_01503,26,Engineering,Senior Engineer,128800,2,2,No,4,33.2,0,19.0,3,0
EMP_01504,26,Product & Design,Product Analyst,88900,6,0,Yes,3,4.8,5,7.0,1,0
EMP_01505,28,Operations,Supply Chain Lead,117200,3,2,Yes,3,3.2,0,35.0,3,1
EMP_01506,38,Human Resources,HR Director,154500,5,2,No,2,7.0,0,25.0,2,0
EMP_01507,24,Sales,Sales Director,179600,4,1,Yes,1,4.3,0,22.0,3,1
EMP_01508,45,Sales,Account Executive,103800,4,1,No,3,10.5,0,25.0,3,0
EMP_01509,32,Sales,Account Executive,105000,1,0,No,3,14.7,0,18.0,3,0
EMP_01510,33,Engineering,Senior Engineer,180800,7,0,No,4,10.4,0,25.0,2,0
EMP_01511,40,Engineering,Tech Lead,165000,4,2,Yes,3,36.5,1,31.0,4,0
EMP_01512,27,Product & Design,Product Manager,127000,2,2,No,3,23.9,0,9.0,3,1
EMP_01513,44,Operations,Supply Chain Lead,93400,1,1,No,5,21.5,0,12.0,3,0
EMP_01514,30,Engineering,QA Analyst,81000,4,2,No,4,1.7,1,28.0,3,0
EMP_01515,43,Product & Design,UX Designer,116400,8,1,No,1,5.2,3,29.0,3,1
EMP_01516,30,Sales,Account Executive,103200,5,3,Yes,4,,1,23.0,3,0
EMP_01517,35,Engineering,Software Engineer,124000,14,1,No,3,2.9,5,19.0,3,1
EMP_01518,21,Sales,Sales Representative,56900,1,0,No,1,23.8,0,9.0,3,0
EMP_01519,29,Engineering,DevOps Specialist,120400,4,0,Yes,4,21.6,0,27.0,2,1
EMP_01520,35,Engineering,DevOps Specialist,119500,1,1,Yes,3,16.8,0,37.0,4,0
EMP_01521,49,Sales,Sales Director,176200,1,1,Yes,2,3.7,0,15.0,3,0
EMP_01522,41,Engineering,QA Analyst,80600,2,2,Yes,1,9.6,0,6.0,4,1
EMP_01523,38,Engineering,Senior Engineer,141000,0,0,Yes,2,10.9,0,26.0,3,0
EMP_01524,47,Engineering,Tech Lead,184600,1,1,No,5,9.2,0,31.0,3,0
EMP_01525,36,Engineering,Senior Engineer,109200,0,0,No,5,9.1,0,23.0,3,0
EMP_01526,39,Sales,Sales Director,251200,8,2,Yes,3,1.5,2,38.0,5,0
EMP_01527,31,Sales,Sales Director,178200,0,0,No,3,21.5,0,41.0,2,0
EMP_01528,39,Operations,Customer Support Specialist,54200,0,0,No,4,4.2,0,30.0,4,0
EMP_01529,40,Operations,Operations Analyst,70900,1,1,No,3,6.9,0,21.0,4,1
EMP_01530,21,Product & Design,Product Analyst,74900,1,1,No,5,7.7,0,0.0,3,0
EMP_01531,25,Sales,Account Executive,108200,5,0,Yes,3,26.1,2,21.0,3,1
EMP_01532,55,Engineering,DevOps Specialist,111000,2,2,No,2,14.9,0,27.0,3,1
EMP_01533,47,Sales,Sales Representative,53600,3,0,No,3,1.6,1,27.0,1,0
EMP_01534,45,Product & Design,UX Designer,92800,1,1,No,3,,0,28.0,3,0
EMP_01535,21,Engineering,DevOps Specialist,126300,1,0,No,3,19.6,0,35.0,4,0
EMP_01536,31,Sales,Account Executive,102300,2,0,No,4,14.3,0,30.0,4,0
EMP_01537,37,Product & Design,Product Analyst,73800,0,0,Yes,4,30.5,0,26.0,1,0
EMP_01538,43,Operations,Customer Support Specialist,61200,7,0,No,3,21.5,2,37.0,3,0
EMP_01539,41,Engineering,Tech Lead,186500,1,1,Yes,3,6.7,0,16.0,4,0
EMP_01540,43,Sales,Sales Director,199100,2,2,No,4,31.7,0,34.0,3,0
EMP_01541,34,Engineering,Software Engineer,117700,11,7,No,3,17.3,1,59.0,3,0
EMP_01542,32,Product & Design,Product Manager,152700,3,3,No,3,4.4,0,38.0,5,0
EMP_01543,34,Operations,Customer Support Specialist,50500,0,0,No,4,13.5,0,17.0,5,0
EMP_01544,42,Operations,Supply Chain Lead,93400,7,1,No,4,2.9,1,42.0,3,1
EMP_01545,39,Engineering,Senior Engineer,120800,1,1,No,4,4.5,0,29.0,3,0
EMP_01546,54,Sales,Account Executive,107100,5,4,No,2,5.9,1,33.0,3,0
EMP_01547,30,Engineering,Senior Engineer,183000,4,4,No,3,13.9,1,30.0,3,0
EMP_01548,34,Operations,Supply Chain Lead,103500,1,0,No,2,35.5,0,21.0,3,0
EMP_01549,45,Human Resources,HR Specialist,63600,0,0,No,3,13.3,0,40.0,3,0
EMP_01550,34,Sales,Sales Representative,63000,4,3,No,5,13.7,2,19.0,3,0
EMP_01551,46,Product & Design,UX Designer,89400,2,2,No,3,22.8,0,24.0,3,0
EMP_01552,25,Engineering,Tech Lead,156600,0,0,No,4,11.3,0,22.0,4,0
EMP_01553,43,Sales,Sales Representative,60500,1,0,No,4,11.6,0,15.0,3,0
EMP_01554,37,Product & Design,Product Manager,110600,0,0,No,3,5.6,0,25.0,3,0
EMP_01555,45,Engineering,Tech Lead,165000,0,0,Yes,3,,0,49.0,2,1
EMP_01556,33,Engineering,DevOps Specialist,177000,13,3,Yes,3,1.4,3,4.0,4,0
EMP_01557,40,Operations,Supply Chain Lead,100100,0,0,Yes,2,3.1,0,37.0,3,1
EMP_01558,54,Engineering,Senior Engineer,114200,3,3,No,3,6.0,2,34.0,3,0
EMP_01559,23,Sales,Account Executive,125300,2,2,No,5,7.4,0,29.0,4,0
EMP_01560,43,Sales,Sales Director,244200,4,1,No,3,24.4,2,25.0,5,0
EMP_01561,26,Product & Design,Product Manager,137900,3,0,Yes,3,9.6,0,26.0,4,0
EMP_01562,33,Operations,Supply Chain Lead,101300,3,3,No,4,,0,48.0,3,0
EMP_01563,31,Sales,Sales Representative,79800,6,1,Yes,2,16.2,2,18.0,4,0
EMP_01564,26,Engineering,Software Engineer,89500,0,0,No,4,6.8,0,34.0,4,0
EMP_01565,36,Product & Design,UX Designer,103400,0,0,No,4,13.4,0,25.0,3,0
EMP_01566,41,Engineering,QA Analyst,81300,7,1,No,3,4.5,2,32.0,3,0
EMP_01567,47,Product & Design,Product Analyst,91700,3,0,No,1,6.1,0,34.0,3,0
EMP_01568,33,Sales,Sales Director,175100,0,0,Yes,4,7.2,0,22.0,3,0
EMP_01569,34,Human Resources,Recruiter,63900,1,0,Yes,2,8.7,0,20.0,3,1
EMP_01570,24,Sales,Account Executive,110600,4,4,Yes,2,2.2,1,55.0,4,1
EMP_01571,30,Product & Design,Product Analyst,95400,8,3,No,3,3.9,3,25.0,3,0
EMP_01572,32,Engineering,Tech Lead,170200,0,0,Yes,5,15.0,0,16.0,3,0
EMP_01573,48,Sales,Account Executive,98300,4,0,No,3,14.8,0,16.0,3,0
EMP_01574,49,Operations,Operations Analyst,68100,0,0,No,3,15.8,0,32.0,4,0
EMP_01575,36,Engineering,Tech Lead,190100,3,0,Yes,3,19.9,1,4.0,3,1
EMP_01576,39,Engineering,Senior Engineer,161400,3,0,No,2,7.4,1,22.0,3,1
EMP_01577,31,Product & Design,UX Designer,100100,4,1,No,2,5.0,2,30.0,3,0
EMP_01578,29,Engineering,Senior Engineer,148500,1,1,No,3,28.8,0,10.0,4,0
EMP_01579,24,Engineering,DevOps Specialist,130000,0,0,No,4,10.6,0,33.0,4,0
EMP_01580,30,Engineering,DevOps Specialist,128600,3,0,No,1,,2,,4,0
EMP_01581,38,Engineering,DevOps Specialist,140500,5,2,No,4,36.3,3,6.0,4,1
EMP_01582,57,Engineering,QA Analyst,70800,0,0,Yes,4,21.6,0,29.0,3,0
EMP_01583,40,Product & Design,UX Designer,94900,1,1,No,4,4.0,0,8.0,3,0
EMP_01584,31,Engineering,QA Analyst,100000,11,0,No,4,10.8,3,30.0,3,0
EMP_01585,32,Engineering,QA Analyst,60600,4,4,No,5,,0,29.0,1,0
EMP_01586,32,Engineering,Tech Lead,164700,0,0,No,3,3.2,0,40.0,3,0
EMP_01587,42,Engineering,QA Analyst,96600,3,3,Yes,3,,0,27.0,5,0
EMP_01588,50,Engineering,Senior Engineer,140200,0,0,No,3,1.2,0,50.0,5,0
EMP_01589,51,Sales,Sales Director,176700,2,0,No,4,3.9,0,18.0,4,1
EMP_01590,28,Operations,Customer Support Specialist,48000,0,0,No,4,15.2,0,28.0,3,0
EMP_01591,43,Engineering,Software Engineer,162200,16,0,Yes,4,8.5,3,,4,0
EMP_01592,28,Sales,Sales Representative,77100,8,0,No,3,4.8,2,27.0,3,0
EMP_01593,39,Human Resources,HR Director,202500,16,1,No,5,12.1,5,43.0,3,0
EMP_01594,38,Engineering,DevOps Specialist,100200,0,0,No,3,3.8,0,42.0,3,0
EMP_01595,29,Product & Design,Product Analyst,77700,0,0,Yes,4,3.3,0,11.0,2,0
EMP_01596,38,Engineering,Senior Engineer,150500,2,2,No,4,8.8,0,,3,0
EMP_01597,22,Engineering,DevOps Specialist,123900,1,0,No,4,33.1,0,29.0,3,0
EMP_01598,43,Sales,Sales Director,233200,10,0,No,4,14.5,4,29.0,2,0
EMP_01599,25,Engineering,Senior Engineer,138300,3,3,Yes,1,1.5,0,0.0,3,0
EMP_01600,42,Product & Design,Product Analyst,86500,2,2,No,4,11.3,0,16.0,3,0
EMP_01601,42,Engineering,Software Engineer,114700,5,4,Yes,3,3.7,1,31.0,3,0
EMP_01602,32,Product & Design,Product Analyst,111200,7,4,No,3,19.7,1,21.0,4,0
EMP_01603,33,Human Resources,Recruiter,58200,1,1,No,4,14.1,0,40.0,3,0
EMP_01604,39,Engineering,Tech Lead,172800,4,1,Yes,4,5.9,3,50.0,3,1
EMP_01605,50,Sales,Sales Director,214300,1,1,No,2,13.2,0,30.0,5,0
EMP_01606,25,Engineering,Tech Lead,182600,4,1,No,3,4.6,0,19.0,4,0
EMP_01607,29,Engineering,Software Engineer,100000,9,2,Yes,2,9.9,4,11.0,1,0
EMP_01608,39,Sales,Sales Representative,73100,6,5,No,4,2.8,0,41.0,4,0
EMP_01609,33,Engineering,QA Analyst,82300,0,0,Yes,5,7.8,0,26.0,3,0
EMP_01610,30,Sales,Sales Representative,52800,0,0,No,2,5.3,0,18.0,2,0
EMP_01611,33,Sales,Sales Representative,51500,1,1,No,2,35.9,0,43.0,3,0
EMP_01612,48,Engineering,Senior Engineer,134100,0,0,No,3,4.4,0,,4,0
EMP_01613,45,Engineering,DevOps Specialist,121700,3,2,No,2,4.3,2,45.0,3,0
EMP_01614,37,Operations,Supply Chain Lead,98400,3,1,No,3,19.4,1,31.0,3,0
EMP_01615,50,Operations,Supply Chain Lead,97600,1,1,Yes,1,1.7,0,41.0,3,0
EMP_01616,29,Engineering,DevOps Specialist,122100,5,0,Yes,2,1.6,1,24.0,3,0
EMP_01617,28,Engineering,QA Analyst,75400,0,0,No,3,16.6,0,36.0,3,0
EMP_01618,30,Product & Design,Product Manager,125100,0,0,No,4,3.4,0,0.0,3,0
EMP_01619,37,Product & Design,UX Designer,86000,1,1,No,2,13.3,0,2.0,2,0
EMP_01620,32,Human Resources,HR Director,155600,0,0,No,4,9.0,0,19.0,5,0
EMP_01621,36,Human Resources,HR Specialist,64900,2,2,No,2,3.2,0,7.0,4,0
EMP_01622,43,Operations,Operations Analyst,62400,0,0,No,3,4.5,0,26.0,3,0
EMP_01623,36,Sales,Account Executive,129000,16,2,No,3,2.8,3,0.0,1,0
EMP_01624,36,Operations,Supply Chain Lead,87500,0,0,No,2,5.1,0,21.0,3,0
EMP_01625,31,Engineering,Tech Lead,185200,4,1,Yes,5,,2,20.0,1,0
EMP_01626,40,Product & Design,Product Analyst,95200,3,0,No,3,3.1,2,32.0,4,0
EMP_01627,45,Sales,Sales Director,198700,2,2,No,2,,0,24.0,3,0
EMP_01628,41,Sales,Sales Representative,54900,2,2,No,3,2.2,0,27.0,4,0
EMP_01629,48,Operations,Customer Support Specialist,49500,1,1,No,3,19.1,0,13.0,3,0
EMP_01630,48,Sales,Account Executive,96900,1,1,No,4,16.1,0,,3,0
EMP_01631,22,Sales,Sales Representative,60200,2,1,Yes,3,30.1,0,30.0,3,1
EMP_01632,26,Human Resources,Recruiter,62700,3,3,No,4,20.6,2,18.0,4,0
EMP_01633,48,Product & Design,Product Manager,111700,2,2,No,3,26.4,0,0.0,1,0
EMP_01634,31,Sales,Account Executive,97700,3,2,No,4,3.1,0,31.0,1,0
EMP_01635,29,Sales,Account Executive,104200,2,2,Yes,3,,0,23.0,4,0
EMP_01636,43,Engineering,DevOps Specialist,116200,2,0,Yes,4,21.0,0,11.0,3,0
EMP_01637,37,Product & Design,Product Manager,122500,3,3,No,2,12.1,1,38.0,2,0
EMP_01638,29,Engineering,QA Analyst,72900,0,0,No,3,11.7,0,12.0,3,0
EMP_01639,33,Product & Design,UX Designer,116900,11,1,No,3,12.0,2,29.0,3,0
EMP_01640,43,Sales,Account Executive,94900,2,1,Yes,5,15.9,0,34.0,2,0
EMP_01641,36,Engineering,DevOps Specialist,146700,12,4,No,5,4.9,3,29.0,4,0
EMP_01642,21,Operations,Customer Support Specialist,55000,1,1,No,5,1.9,0,21.0,3,0
EMP_01643,49,Engineering,Senior Engineer,169800,1,1,No,2,20.2,0,16.0,4,0
EMP_01644,36,Engineering,Tech Lead,171400,2,1,No,3,9.2,0,27.0,4,0
EMP_01645,36,Engineering,Tech Lead,283900,16,0,No,5,3.1,4,7.0,4,0
EMP_01646,30,Engineering,DevOps Specialist,93700,0,0,Yes,3,2.7,0,35.0,3,0
EMP_01647,39,Operations,Supply Chain Lead,101000,2,0,Yes,5,2.2,0,30.0,4,0
EMP_01648,37,Operations,Operations Analyst,75800,1,1,Yes,3,2.4,0,10.0,3,0
EMP_01649,30,Sales,Sales Representative,69000,10,5,No,5,12.4,3,32.0,2,0
EMP_01650,32,Sales,Sales Representative,70500,4,4,No,2,,1,41.0,2,0
EMP_01651,44,Engineering,Software Engineer,129200,12,0,No,3,3.0,1,39.0,3,0
EMP_01652,49,Product & Design,Product Analyst,88300,3,2,No,3,4.4,0,25.0,3,0
EMP_01653,27,Engineering,Tech Lead,166700,3,3,No,1,4.5,1,35.0,4,0
EMP_01654,39,Product & Design,Product Manager,129400,2,1,No,2,26.3,0,22.0,3,0
EMP_01655,43,Product & Design,UX Designer,83200,0,0,No,4,5.4,0,4.0,3,0
EMP_01656,34,Product & Design,UX Designer,98500,2,2,No,2,25.8,0,41.0,2,1
EMP_01657,36,Product & Design,UX Designer,91900,0,0,No,2,30.8,0,40.0,4,1
EMP_01658,21,Engineering,Tech Lead,166400,0,0,Yes,2,23.6,0,27.0,2,0
EMP_01659,32,Engineering,DevOps Specialist,110300,4,2,Yes,3,19.3,0,38.0,2,0
EMP_01660,32,Operations,Operations Analyst,73100,0,0,No,3,16.6,0,35.0,3,0
EMP_01661,40,Engineering,Software Engineer,102600,4,2,No,3,22.6,0,49.0,3,0
EMP_01662,24,Engineering,QA Analyst,70300,2,0,No,4,16.3,0,40.0,3,0
EMP_01663,23,Product & Design,Product Manager,120900,1,1,No,2,9.1,0,33.0,2,1
EMP_01664,38,Sales,Sales Director,180800,1,0,Yes,2,30.4,0,29.0,4,0
EMP_01665,51,Operations,Customer Support Specialist,58300,3,3,No,4,6.4,0,31.0,3,0
EMP_01666,21,Human Resources,Recruiter,67500,1,1,No,2,16.5,0,31.0,3,0
EMP_01667,32,Sales,Account Executive,109900,0,0,No,3,10.9,0,28.0,3,0
EMP_01668,44,Engineering,Senior Engineer,128800,3,3,No,3,55.0,2,26.0,1,1
EMP_01669,29,Sales,Account Executive,96100,1,0,Yes,3,7.5,0,14.0,3,0
EMP_01670,48,Engineering,DevOps Specialist,162300,9,2,Yes,4,44.5,5,14.0,5,1
EMP_01671,35,Engineering,Tech Lead,197500,5,1,No,3,38.3,1,30.0,3,0
EMP_01672,30,Engineering,QA Analyst,76400,2,2,No,2,29.1,0,48.0,3,0
EMP_01673,34,Engineering,Senior Engineer,152500,0,0,Yes,5,7.4,0,47.0,4,0
EMP_01674,35,Engineering,Senior Engineer,160700,3,3,No,3,13.2,0,48.0,3,0
EMP_01675,32,Sales,Account Executive,107000,5,0,Yes,4,4.5,0,41.0,3,0
EMP_01676,36,Sales,Sales Director,183100,2,0,No,4,8.6,0,25.0,4,0
EMP_01677,39,Product & Design,UX Designer,116700,8,2,No,2,4.2,2,44.0,1,0
EMP_01678,30,Sales,Sales Representative,51000,2,2,No,3,,0,28.0,4,0
EMP_01679,52,Product & Design,UX Designer,104700,2,2,No,3,9.2,0,54.0,4,0
EMP_01680,21,Human Resources,HR Specialist,63400,1,1,No,3,14.8,0,12.0,3,0
EMP_01681,37,Engineering,DevOps Specialist,92700,0,0,No,4,9.3,0,17.0,1,0
EMP_01682,37,Product & Design,Product Analyst,101600,8,4,No,2,8.4,0,21.0,3,1
EMP_01683,40,Engineering,Tech Lead,227800,13,3,No,3,11.2,0,30.0,3,0
EMP_01684,31,Product & Design,Product Analyst,77000,0,0,Yes,4,7.1,0,7.0,4,0
EMP_01685,50,Human Resources,HR Specialist,83000,19,0,Yes,2,,5,22.0,4,0
EMP_01686,29,Engineering,QA Analyst,70900,4,3,No,3,21.4,2,8.0,1,0
EMP_01687,41,Engineering,DevOps Specialist,149100,10,2,No,3,4.0,6,32.0,3,0
EMP_01688,44,Engineering,Software Engineer,110200,5,2,No,3,40.1,3,,3,0
EMP_01689,44,Sales,Sales Director,182200,3,1,No,3,21.7,2,45.0,3,0
EMP_01690,37,Operations,Supply Chain Lead,98800,1,1,No,2,3.0,0,33.0,4,0
EMP_01691,45,Product & Design,Product Analyst,74000,1,1,No,3,1.5,0,29.0,3,0
EMP_01692,37,Engineering,Software Engineer,121800,10,0,No,2,,3,23.0,3,0
EMP_01693,29,Operations,Operations Analyst,73200,4,2,No,1,1.3,0,27.0,4,1
EMP_01694,38,Sales,Sales Director,205800,1,0,Yes,3,1.3,0,24.0,4,0
EMP_01695,25,Product & Design,Product Analyst,81100,2,2,No,2,28.9,0,23.0,3,1
EMP_01696,41,Sales,Account Executive,121100,5,4,Yes,3,9.7,2,16.0,3,1
EMP_01697,24,Sales,Account Executive,96400,3,3,No,4,12.5,0,,3,0
EMP_01698,38,Human Resources,HR Director,222000,9,5,No,4,6.9,2,26.0,5,0
EMP_01699,31,Human Resources,HR Specialist,67000,2,1,No,3,22.9,0,19.0,3,0
EMP_01700,45,Sales,Account Executive,117000,7,1,No,4,3.6,1,25.0,4,0
EMP_01701,31,Engineering,Senior Engineer,129500,0,0,No,4,22.6,0,28.0,3,0
EMP_01702,29,Engineering,Software Engineer,107600,6,1,No,5,,1,,3,0
EMP_01703,26,Engineering,Software Engineer,104400,2,1,Yes,5,3.4,0,30.0,4,0
EMP_01704,29,Human Resources,Recruiter,81000,6,0,No,3,,3,35.0,5,0
EMP_01705,39,Sales,Sales Director,182300,2,1,No,4,2.2,0,36.0,3,0
EMP_01706,41,Product & Design,UX Designer,98000,0,0,Yes,4,12.0,0,21.0,3,0
EMP_01707,27,Operations,Operations Analyst,69100,1,0,No,4,55.0,0,40.0,2,1
EMP_01708,38,Engineering,Software Engineer,93500,2,0,Yes,5,3.6,0,,3,0
EMP_01709,33,Sales,Account Executive,106000,9,5,No,2,8.7,3,26.0,2,0
EMP_01710,34,Product & Design,UX Designer,93000,3,3,No,2,11.8,1,27.0,3,0
EMP_01711,26,Engineering,Tech Lead,207000,3,3,Yes,2,11.5,2,30.0,5,0
EMP_01712,38,Operations,Supply Chain Lead,115800,9,2,No,5,30.7,5,40.0,3,0
EMP_01713,32,Sales,Sales Director,177100,3,0,Yes,2,20.3,2,12.0,3,1
EMP_01714,36,Engineering,QA Analyst,93700,3,0,No,4,12.6,1,29.0,5,0
EMP_01715,30,Sales,Account Executive,112500,1,1,No,1,6.1,0,,4,0
EMP_01716,46,Sales,Account Executive,132900,15,0,No,3,2.0,2,53.0,3,0
EMP_01717,35,Engineering,QA Analyst,84700,10,0,No,4,7.3,3,38.0,2,1
EMP_01718,50,Engineering,DevOps Specialist,100700,1,1,No,2,3.6,0,46.0,4,0
EMP_01719,40,Sales,Sales Representative,51600,1,1,No,2,1.1,0,28.0,1,0
EMP_01720,34,Sales,Sales Representative,64300,0,0,No,4,2.5,0,,4,0
EMP_01721,33,Human Resources,HR Director,182900,6,0,No,2,3.2,1,15.0,4,0
EMP_01722,31,Product & Design,Product Manager,132400,0,0,Yes,1,13.3,0,30.0,4,0
EMP_01723,28,Sales,Account Executive,120300,8,0,No,1,24.1,4,7.0,3,0
EMP_01724,28,Engineering,Senior Engineer,147900,1,0,No,5,5.3,0,28.0,3,0
EMP_01725,38,Human Resources,HR Director,143600,1,1,No,2,5.5,0,35.0,4,0
EMP_01726,45,Operations,Operations Analyst,72500,4,2,No,5,3.7,3,20.0,5,0
EMP_01727,30,Product & Design,Product Manager,124500,3,0,No,2,,1,18.0,4,1
EMP_01728,49,Operations,Customer Support Specialist,53200,2,2,No,3,25.8,0,32.0,3,0
EMP_01729,32,Engineering,Tech Lead,224400,8,2,No,4,4.0,3,40.0,3,0
EMP_01730,34,Sales,Account Executive,90700,4,4,No,4,1.4,2,20.0,2,0
EMP_01731,40,Sales,Sales Representative,83400,6,0,No,2,5.3,2,56.0,3,1
EMP_01732,48,Product & Design,Product Analyst,79800,1,1,Yes,4,5.5,0,33.0,2,0
EMP_01733,40,Sales,Account Executive,102700,1,1,No,5,11.5,0,19.0,5,0
EMP_01734,38,Operations,Customer Support Specialist,56600,8,1,No,4,3.3,0,31.0,3,0
EMP_01735,41,Operations,Customer Support Specialist,45400,0,0,Yes,3,19.5,0,30.0,3,0
EMP_01736,34,Engineering,DevOps Specialist,101700,3,3,Yes,2,6.8,0,30.0,4,1
EMP_01737,43,Engineering,Tech Lead,187400,1,0,No,3,10.7,0,34.0,3,0
EMP_01738,23,Operations,Operations Analyst,81700,3,2,No,3,5.9,1,25.0,5,0
EMP_01739,31,Product & Design,UX Designer,96300,1,1,No,3,14.9,0,28.0,3,1
EMP_01740,29,Product & Design,Product Analyst,86100,3,2,No,1,34.1,2,22.0,2,1
EMP_01741,52,Sales,Account Executive,84000,1,1,Yes,3,24.8,0,22.0,1,0
EMP_01742,41,Product & Design,UX Designer,81300,4,2,No,4,3.0,3,39.0,4,0
EMP_01743,52,Sales,Sales Director,166300,1,1,No,4,16.2,0,,3,0
EMP_01744,29,Engineering,Senior Engineer,157600,4,0,No,3,14.7,0,26.0,3,0
EMP_01745,25,Engineering,Tech Lead,138200,1,0,No,3,20.7,0,36.0,1,1
EMP_01746,36,Sales,Account Executive,91400,0,0,No,2,10.6,0,40.0,4,0
EMP_01747,34,Human Resources,HR Specialist,71100,1,1,No,3,5.6,0,18.0,3,0
EMP_01748,48,Engineering,DevOps Specialist,92500,0,0,No,3,14.5,0,16.0,1,0
EMP_01749,32,Sales,Sales Representative,62000,1,0,Yes,2,13.0,0,29.0,3,1
EMP_01750,30,Operations,Customer Support Specialist,54900,3,0,Yes,3,2.6,1,55.0,3,0
EMP_01751,32,Engineering,DevOps Specialist,115000,1,1,Yes,3,3.8,0,31.0,3,0
EMP_01752,49,Human Resources,HR Director,146000,1,0,No,4,2.2,0,,3,0
EMP_01753,35,Engineering,QA Analyst,83000,4,1,No,4,5.3,1,43.0,3,0
EMP_01754,57,Sales,Sales Representative,65200,4,4,No,3,,3,19.0,3,0
